0.000000000000000000e+00,9.340006399999999758e+02,5.864997599999999238e+02,8.800000000000000000e+01,8.899992000000000303e+01
1.000000000000000000e+00,9.270003199999998742e+02,5.839999199999999746e+02,9.800000000000000000e+01,8.799983999999999185e+01
2.000000000000000000e+00,9.140006399999999758e+02,5.819997599999999238e+02,1.040000000000000000e+02,8.799983999999999185e+01
3.000000000000000000e+00,8.969996800000000121e+02,5.764996800000000121e+02,1.040000000000000000e+02,9.300024000000000513e+01
4.000000000000000000e+00,8.830003199999999879e+02,5.694998399999999492e+02,9.800000000000000000e+01,8.899992000000000303e+01
5.000000000000000000e+00,8.760000000000000000e+02,5.670000000000000000e+02,8.800000000000000000e+01,8.599967999999999790e+01
6.000000000000000000e+00,8.680000000000000000e+02,5.639997599999999238e+02,8.800000000000000000e+01,8.799983999999999185e+01
7.000000000000000000e+00,8.600000000000000000e+02,5.655002400000000762e+02,1.000000000000000000e+02,8.699975999999999487e+01
8.000000000000000000e+00,8.499993600000000242e+02,5.670000000000000000e+02,9.600000000000000000e+01,8.599967999999999790e+01
9.000000000000000000e+00,8.415001599999999371e+02,5.680000799999999117e+02,9.500006400000000895e+01,8.599967999999999790e+01
1.000000000000000000e+01,8.350003200000001016e+02,5.690001600000000508e+02,9.000000000000000000e+01,8.599967999999999790e+01
1.100000000000000000e+01,8.300006399999999758e+02,5.719996800000000121e+02,8.800000000000000000e+01,8.799983999999999185e+01
1.200000000000000000e+01,8.219993599999999105e+02,5.829998400000000629e+02,8.800000000000000000e+01,8.599967999999999790e+01
1.300000000000000000e+01,8.175001600000000508e+02,5.884999199999999746e+02,9.300006399999999473e+01,9.300024000000000513e+01
1.400000000000000000e+01,8.125004800000000387e+02,5.950000800000000254e+02,9.100006399999999473e+01,9.000000000000000000e+01
1.500000000000000000e+01,8.095001600000000508e+02,5.999997600000000375e+02,8.699993600000000527e+01,8.799983999999999185e+01
1.600000000000000000e+01,8.074995199999999613e+02,6.060002400000000762e+02,8.699993600000000527e+01,8.799983999999999185e+01
1.700000000000000000e+01,8.059993600000000242e+02,6.089997599999999238e+02,8.800000000000000000e+01,8.599967999999999790e+01
1.800000000000000000e+01,8.059993600000000242e+02,6.150002399999999625e+02,8.800000000000000000e+01,8.599967999999999790e+01
1.900000000000000000e+01,8.015001599999999371e+02,6.169996800000000121e+02,8.699993600000000527e+01,8.599967999999999790e+01
2.000000000000000000e+01,8.000000000000000000e+02,6.189998399999999492e+02,8.800000000000000000e+01,8.599967999999999790e+01
2.100000000000000000e+01,7.990003199999999879e+02,6.210000000000000000e+02,8.600000000000000000e+01,8.599967999999999790e+01
2.200000000000000000e+01,7.994995199999999613e+02,6.210000000000000000e+02,8.699993600000000527e+01,8.599967999999999790e+01
2.300000000000000000e+01,7.980006400000000895e+02,6.210000000000000000e+02,8.600000000000000000e+01,8.599967999999999790e+01
2.400000000000000000e+01,7.940006399999999758e+02,6.230001600000000508e+02,8.600000000000000000e+01,8.599967999999999790e+01
2.500000000000000000e+01,7.900006399999999758e+02,6.230001600000000508e+02,8.800000000000000000e+01,8.599967999999999790e+01
2.600000000000000000e+01,7.859993600000000242e+02,6.220000800000000254e+02,8.600000000000000000e+01,8.400024000000000513e+01
2.700000000000000000e+01,7.840000000000000000e+02,6.224997600000000375e+02,8.800000000000000000e+01,8.500032000000000210e+01
2.800000000000000000e+01,7.819993599999999105e+02,6.220000800000000254e+02,8.800000000000000000e+01,8.400024000000000513e+01
2.900000000000000000e+01,7.780006400000000895e+02,6.220000800000000254e+02,8.600000000000000000e+01,8.400024000000000513e+01
3.000000000000000000e+01,7.689996800000000121e+02,6.160003199999999879e+02,8.400000000000000000e+01,8.400024000000000513e+01
3.100000000000000000e+01,7.630003199999999879e+02,6.130000799999999117e+02,9.400000000000000000e+01,8.200007999999999697e+01
3.200000000000000000e+01,7.535001599999999371e+02,6.105002400000000762e+02,9.300006399999999473e+01,8.100000000000000000e+01
3.300000000000000000e+01,7.409996800000000121e+02,6.089997599999999238e+02,9.000000000000000000e+01,8.200007999999999697e+01
3.400000000000000000e+01,7.304998399999999492e+02,6.105002400000000762e+02,9.500006400000000895e+01,8.300016000000000815e+01
3.500000000000000000e+01,7.230003199999999879e+02,6.150002399999999625e+02,8.400000000000000000e+01,8.200007999999999697e+01
3.600000000000000000e+01,7.034995200000000750e+02,6.150002399999999625e+02,8.300006399999999473e+01,8.200007999999999697e+01
3.700000000000000000e+01,6.935001599999999371e+02,6.160003199999999879e+02,8.699993600000000527e+01,8.400024000000000513e+01
3.800000000000000000e+01,6.870003199999998742e+02,6.144998399999999492e+02,9.000000000000000000e+01,8.100000000000000000e+01
3.900000000000000000e+01,6.800000000000000000e+02,6.150002399999999625e+02,8.800000000000000000e+01,8.200007999999999697e+01
4.000000000000000000e+01,6.750003200000001016e+02,6.150002399999999625e+02,8.600000000000000000e+01,8.200007999999999697e+01
4.100000000000000000e+01,6.700006399999999758e+02,6.150002399999999625e+02,8.400000000000000000e+01,8.200007999999999697e+01
4.200000000000000000e+01,6.664998400000000629e+02,6.169996800000000121e+02,8.300006399999999473e+01,8.200007999999999697e+01
4.300000000000000000e+01,6.624998399999999492e+02,6.175000800000000254e+02,8.300006399999999473e+01,8.100000000000000000e+01
4.400000000000000000e+01,6.560000000000000000e+02,6.189998399999999492e+02,9.400000000000000000e+01,8.200007999999999697e+01
4.500000000000000000e+01,6.485004800000000387e+02,6.199999199999999746e+02,8.499993599999999105e+01,7.999992000000000303e+01
4.600000000000000000e+01,6.470003199999998742e+02,6.250003199999999879e+02,8.000000000000000000e+01,6.600002399999999625e+01
4.700000000000000000e+01,6.619993599999999105e+02,6.189998399999999492e+02,8.000000000000000000e+01,7.600032000000000210e+01
4.800000000000000000e+01,6.780006400000000895e+02,6.050001599999999371e+02,8.000000000000000000e+01,8.200007999999999697e+01
4.900000000000000000e+01,6.824998399999999492e+02,5.829998400000000629e+02,8.300006399999999473e+01,9.799992000000000303e+01
5.000000000000000000e+01,6.859993600000000242e+02,5.559998399999999492e+02,8.400000000000000000e+01,9.200016000000000815e+01
5.100000000000000000e+01,6.925004800000000387e+02,5.395003199999999879e+02,8.499993599999999105e+01,9.499967999999999790e+01
5.200000000000000000e+01,7.110003199999999879e+02,5.260003199999999879e+02,1.100000000000000000e+02,9.000000000000000000e+01
5.300000000000000000e+01,7.070003199999998742e+02,5.134996800000000121e+02,9.000000000000000000e+01,8.899992000000000303e+01
5.400000000000000000e+01,7.200000000000000000e+02,5.064998400000000061e+02,8.400000000000000000e+01,8.300016000000000815e+01
5.500000000000000000e+01,7.270003199999998742e+02,4.974998400000000061e+02,9.000000000000000000e+01,8.300016000000000815e+01
5.600000000000000000e+01,7.320000000000000000e+02,4.929998400000000629e+02,8.400000000000000000e+01,7.799975999999999487e+01
5.700000000000000000e+01,7.310003199999999879e+02,4.939999200000000315e+02,8.600000000000000000e+01,7.999992000000000303e+01
5.800000000000000000e+01,7.289996800000000121e+02,4.945003200000000447e+02,8.200000000000000000e+01,7.899984000000000606e+01
5.900000000000000000e+01,7.240000000000000000e+02,4.945003200000000447e+02,8.000000000000000000e+01,8.100000000000000000e+01
6.000000000000000000e+01,7.310003199999999879e+02,4.604997600000000375e+02,7.800000000000000000e+01,8.100000000000000000e+01
6.100000000000000000e+01,7.380006400000000895e+02,4.344998400000000061e+02,8.000000000000000000e+01,9.699984000000000606e+01
6.200000000000000000e+01,7.400000000000000000e+02,4.125002400000000193e+02,8.400000000000000000e+01,1.010001600000000082e+02
6.300000000000000000e+01,7.430003199999999879e+02,3.859999199999999746e+02,8.200000000000000000e+01,9.599976000000000909e+01
6.400000000000000000e+01,7.470003199999998742e+02,3.739996800000000121e+02,7.600000000000000000e+01,7.600032000000000210e+01
